avg_price,critics_score,grape,grape_url,popularity,product_name,product_url,region,source_url
$ 321,95 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,142nd in popularity,"Pol Roger Cuvee Sir Winston Churchill Brut, Champagne, France",https://www.wine-searcher.com/find/pol+roger+cuvee+sir+winston+church+hill+brut+champagne+france,Champagne,https://www.wine-searcher.com/regions-champagne?tab_F=mostpopular
$ 234,94 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,153rd in popularity,"Piper-Heidsieck Rare Brut Millesime, Champagne, France",https://www.wine-searcher.com/find/piper+heidsieck+rare+brut+millesime+champagne+france,Champagne,https://www.wine-searcher.com/regions-champagne?tab_F=mostpopular
$ 101,92 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,160th in popularity,"Moet & Chandon Grand Vintage Brut, Champagne, France",https://www.wine-searcher.com/find/moet+chandon+grand+vintage+brut+champagne+france,Champagne,https://www.wine-searcher.com/regions-champagne?tab_F=mostpopular
"$ 5,018",96 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,164th in popularity,"Dom Perignon P3 Plenitude Brut, Champagne, France",https://www.wine-searcher.com/find/dom+perignon+p+three+plenitude+brut+champagne+france,Champagne,https://www.wine-searcher.com/regions-champagne?tab_F=mostpopular
$ 219,92 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,172nd in popularity,"Perrier-Jouet Belle Epoque - Fleur de Champagne Millesime Brut, Champagne, France",https://www.wine-searcher.com/find/perrier+jouet+belle+epoque+fleur+de+millesime+brut+champagne+france,Champagne,https://www.wine-searcher.com/regions-champagne?tab_F=mostpopular
$ 288,94 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,191st in popularity,"Krug Grande Cuvee Brut, Champagne, France",https://www.wine-searcher.com/find/krug+grand+cuvee+brut+champagne+france,Champagne,https://www.wine-searcher.com/regions-champagne?tab_F=mostpopular
$ 685,96 / 100,Chardonnay - Pinot Noir,https://www.wine-searcher.com/grape-1855-chardonnay-pinot-noir,193rd in popularity,"Louis Roederer Cristal Brut Rose Millesime, Champagne, France",https://www.wine-searcher.com/find/louis+roederer+cristal+brut+rose+millesime+champagne+france,Champagne,https://www.wine-searcher.com/regions-champagne?tab_F=mostpopular
$ 214,93 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,215th in popularity,"Veuve Clicquot Ponsardin La Grande Dame Brut, Champagne, France",https://www.wine-searcher.com/find/veuve+clicquot+ponsardin+la+grand+dame+brut+champagne+france,Champagne,https://www.wine-searcher.com/regions-champagne?tab_F=mostpopular
$ 68,89 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,251st in popularity,"Veuve Clicquot Ponsardin Yellow Label Brut, Champagne, France",https://www.wine-searcher.com/find/veuve+clicquot+ponsardin+yellow+brut+champagne+france,Champagne,https://www.wine-searcher.com/regions-champagne?tab_F=mostpopular
"$ 2,404",95 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,252nd in popularity,"Jacques Selosse Millesime, Champagne, France",https://www.wine-searcher.com/find/jacques+sellose+millesime+champagne+france,Champagne,https://www.wine-searcher.com/regions-champagne?tab_F=mostpopular
$ 574,94 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,253rd in popularity,"Egly-Ouriet Grand Cru Brut Millesime, Champagne, France",https://www.wine-searcher.com/find/egly+ouriet+grand+cru+brut+millesime+champagne+france,Champagne,https://www.wine-searcher.com/regions-champagne?tab_F=mostpopular
$ 101,91 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,273rd in popularity,"Veuve Clicquot Ponsardin Vintage Brut, Champagne, France",https://www.wine-searcher.com/find/veuve+clicquot+ponsardin+vintage+brut+champagne+france,Champagne,https://www.wine-searcher.com/regions-champagne?tab_F=mostpopular
$ 70,92 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,294th in popularity,"Bollinger Special Cuvee Brut, Champagne, France",https://www.wine-searcher.com/find/bollinger+spc+cuvee+brut+champagne+france,Champagne,https://www.wine-searcher.com/regions-champagne?tab_F=mostpopular
$ 274,94 / 100,Chardonnay,https://www.wine-searcher.com/grape-98-chardonnay,297th in popularity,"Dom Ruinart Blanc de Blancs Brut Millesime, Champagne, France",https://www.wine-searcher.com/find/domruinart+blancdeblanc+brut+millesime+champagne+france,Champagne,https://www.wine-searcher.com/regions-champagne?tab_F=mostpopular
$ 114,92 / 100,Chardonnay - Pinot Noir,https://www.wine-searcher.com/grape-1855-chardonnay-pinot-noir,300th in popularity,"Pol Roger Vintage Brut, Champagne, France",https://www.wine-searcher.com/find/pol+roger+vintage+brut+champagne+france,Champagne,https://www.wine-searcher.com/regions-champagne?tab_F=mostpopular
€ 51,89 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,321st in popularity,"Moet & Chandon Brut Imperial, Champagne, France",https://www.wine-searcher.com/find/moet+chandon+brut+imperiale+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
"€ 1,320",94 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,342nd in popularity,"Dom Perignon Oenotheque Brut Millesime, Champagne, France",https://www.wine-searcher.com/find/dom+perignon+oenotheque+brut+millesime+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
€ 456,94 / 100,Chardonnay,https://www.wine-searcher.com/grape-98-chardonnay,366th in popularity,"Jacques Selosse Initial Blanc de Blancs Grand Cru Brut, Champagne, France",https://www.wine-searcher.com/find/jacques+sellose+initial+blancdeblanc+grand+cru+brut+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
"€ 3,016",96 / 100,Pinot Noir,https://www.wine-searcher.com/grape-384-pinot-noir,379th in popularity,"Krug Clos d'Ambonnay Blanc de Noirs Brut, Champagne, France",https://www.wine-searcher.com/find/krug+clos+d+ambonnay+blanc+de+noir+brut+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
€ 252,95 / 100,Chardonnay - Pinot Noir,https://www.wine-searcher.com/grape-1855-chardonnay-pinot-noir,406th in popularity,"Philipponnat Clos des Goisses Extra Brut, Champagne, France",https://www.wine-searcher.com/find/philippon+clos+de+goiss+extra+brut+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
€ 184,91 / 100,Pinot Noir,https://www.wine-searcher.com/grape-384-pinot-noir,413th in popularity,"Cedric Bouchard Roses de Jeanne 'VV-Cote de Val Vilaine' Blanc de Noirs, Champagne, France",https://www.wine-searcher.com/find/cedric+bouchard+roses+de+jeanne+vieilles+vigne+cote+val+villaine+blanc+noir+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
€ 90,91 / 100,Chardonnay,https://www.wine-searcher.com/grape-98-chardonnay,425th in popularity,"Ruinart Blanc de Blancs Brut, Champagne, France",https://www.wine-searcher.com/find/ruinart+blancdeblanc+brut+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
"€ 1,507",97 / 100,Pinot Noir,https://www.wine-searcher.com/grape-384-pinot-noir,476th in popularity,"Bollinger Vieilles Vignes Francaises Blanc de Noirs, Champagne, France",https://www.wine-searcher.com/find/bollinger+vieilles+vigne+francaise+blanc+de+noir+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
€ 316,94 / 100,Chardonnay,https://www.wine-searcher.com/grape-98-chardonnay,510th in popularity,"Pierre Peters Cuvee Speciale 'Les Chetillons' Blanc de Blancs Grand Cru Brut, Champagne, France",https://www.wine-searcher.com/find/pierre+peter+cuvee+spc+les+chetillons+blancdeblanc+grand+cru+brut+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
€ 88,91 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,519th in popularity,"Billecart-Salmon Brut Le Rose, Champagne, France",https://www.wine-searcher.com/find/billecart+salmon+brut+le+rose+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
€ 81,93 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,549th in popularity,"Louis Roederer Vintage Brut, Champagne, France",https://www.wine-searcher.com/find/louis+roederer+vintage+brut+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
€ 204,94 / 100,Chardonnay,https://www.wine-searcher.com/grape-98-chardonnay,556th in popularity,"Charles Heidsieck Blanc des Millenaires - Collection Crayeres, Champagne, France",https://www.wine-searcher.com/find/charles+heidsieck+blanc+de+millenaire+collection+crayeres+champagne+blancdeblanc+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
€ 279,90 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,562nd in popularity,"Armand de Brignac Ace of Spades Gold Brut, Champagne, France",https://www.wine-searcher.com/find/armand+de+brignac+ace+spades+gold+brut+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
€ 56,91 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,577th in popularity,"Charles Heidsieck Brut Reserve, Champagne, France",https://www.wine-searcher.com/find/charles+heidsieck+brut+rsrv+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
€ 232,94 / 100,Chardonnay - Pinot Noir,https://www.wine-searcher.com/grape-1855-chardonnay-pinot-noir,606th in popularity,"Taittinger Comtes de Champagne Brut Rose, Champagne, France",https://www.wine-searcher.com/find/taittinger+comte+de+brut+rose+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
€ 777,95 / 100,Chardonnay,https://www.wine-searcher.com/grape-98-chardonnay,610th in popularity,"Jacques Selosse Substance Blanc de Blancs Grand Cru Brut, Champagne, France",https://www.wine-searcher.com/find/jacques+sellose+substance+blancdeblanc+grand+cru+brut+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
"€ 1,316",95 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,648th in popularity,"Krug Collection Brut, Champagne, France",https://www.wine-searcher.com/find/krug+collection+brut+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
€ 416,93 / 100,Chardonnay,https://www.wine-searcher.com/grape-98-chardonnay,683rd in popularity,"Ulysse Collin 'Les Pierrieres' Blanc de Blancs Extra Brut, Champagne, France",https://www.wine-searcher.com/find/ulysse+colin+les+pierriers+blancdeblanc+extra+brut+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
€ 340,93 / 100,Pinot Noir,https://www.wine-searcher.com/grape-384-pinot-noir,714th in popularity,"Cedric Bouchard Roses de Jeanne 'UR-Les Ursules' Blanc de Noirs, Champagne, France",https://www.wine-searcher.com/find/cedric+bouchard+roses+de+jeanne+ur+les+ursules+blanc+noir+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
€ 277,94 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,737th in popularity,"Dom Perignon Luminous Collection Brut Millesime, Champagne, France",https://www.wine-searcher.com/find/dom+perignon+luminous+collection+brut+millesime+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
€ 226,94 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,739th in popularity,"Krug Grande Cuvee 172eme Edition Brut, Champagne, France",https://www.wine-searcher.com/find/krug+grand+cuvee+172+edition+brut+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
€ 108,94 / 100,Pinot Noir,https://www.wine-searcher.com/grape-384-pinot-noir,742nd in popularity,"Bollinger PN Brut, Champagne, France",https://www.wine-searcher.com/find/bollinger+pinot+noir+brut+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
€ 480,95 / 100,Chardonnay - Pinot Noir,https://www.wine-searcher.com/grape-1855-chardonnay-pinot-noir,764th in popularity,"Henri Giraud 'Argonne' Ay Grand Cru Brut, Champagne, France",https://www.wine-searcher.com/find/henri+guiraud+argonne+ay+grand+cru+brut+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
€ 52,89 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,767th in popularity,"Laurent-Perrier La Cuvee Brut, Champagne, France",https://www.wine-searcher.com/find/laurent+perrier+la+cuvee+brut+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
€ 96,92 / 100,Chardonnay,https://www.wine-searcher.com/grape-98-chardonnay,784th in popularity,"Delamotte Blanc de Blancs Vintage Brut, Champagne, France",https://www.wine-searcher.com/find/delamotte+blancdeblanc+vintage+brut+champagne+france,Champagne/26,https://www.wine-searcher.com/regions-champagne/26?tab_F=mostpopular
$ 211,94 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,801st in popularity,"Bollinger La Grande Annee Rose, Champagne, France",https://www.wine-searcher.com/find/bollinger+la+grand+annee+rose+champagne+france,Champagne/51,https://www.wine-searcher.com/regions-champagne/51?tab_F=mostpopular
$ 788,94 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,816th in popularity,"Jacques Selosse Brut Rose, Champagne, France",https://www.wine-searcher.com/find/jacques+sellose+brut+rose+champagne+france,Champagne/51,https://www.wine-searcher.com/regions-champagne/51?tab_F=mostpopular
$ 81,91 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,835th in popularity,"Piper-Heidsieck Brut Vintage, Champagne, France",https://www.wine-searcher.com/find/piper+heidsieck+brut+vintage+champagne+france,Champagne/51,https://www.wine-searcher.com/regions-champagne/51?tab_F=mostpopular
$ 214,94 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,841st in popularity,"Henri Giraud Fut de Chene MV Ay Grand Cru Brut, Champagne, France",https://www.wine-searcher.com/find/henri+guiraud+fut+de+chene+m+v+ay+grand+cru+brut+champagne+france,Champagne/51,https://www.wine-searcher.com/regions-champagne/51?tab_F=mostpopular
$ 216,94 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,845th in popularity,"Billecart-Salmon 'Cuvee Nicolas-Francois Billecart' Millesime, Champagne, France",https://www.wine-searcher.com/find/billecart+salmon+cuvee+nicolas+francois+millesime+champagne+brut+france,Champagne/51,https://www.wine-searcher.com/regions-champagne/51?tab_F=mostpopular
$ 253,94 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,854th in popularity,"Krug Grande Cuvee 173 eme Edition Brut, Champagne, France",https://www.wine-searcher.com/find/krug+grand+cuvee+173+eme+edition+brut+champagne+france,Champagne/51,https://www.wine-searcher.com/regions-champagne/51?tab_F=mostpopular
$ 62,89 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,860th in popularity,"Taittinger Brut Reserve, Champagne, France",https://www.wine-searcher.com/find/taittinger+brut+rsrv+champagne+france,Champagne/51,https://www.wine-searcher.com/regions-champagne/51?tab_F=mostpopular
$ 305,94 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,860th in popularity,"Dom Perignon Takashi Murakami Edition, Champagne, France",https://www.wine-searcher.com/find/dom+perignon+takashi+murakami+edition+champagne+brut+france,Champagne/51,https://www.wine-searcher.com/regions-champagne/51?tab_F=mostpopular
"$ 1,790",95 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,874th in popularity,"Dom Perignon P2 Plenitude Brut Rose, Champagne, France",https://www.wine-searcher.com/find/dom+perignon+p+two+plenitude+brut+rose+champagne+france,Champagne/51,https://www.wine-searcher.com/regions-champagne/51?tab_F=mostpopular
$ 70,90 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,877th in popularity,"Billecart-Salmon Brut Le Reserve, Champagne, France",https://www.wine-searcher.com/find/billecart+salmon+brut+le+rsrv+champagne+france,Champagne/51,https://www.wine-searcher.com/regions-champagne/51?tab_F=mostpopular
$ 64,90 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,883rd in popularity,"Pol Roger Brut Reserve, Champagne, France",https://www.wine-searcher.com/find/pol+roger+brut+rsrv+champagne+france,Champagne/51,https://www.wine-searcher.com/regions-champagne/51?tab_F=mostpopular
$ 103,92 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,911th in popularity,"Laurent-Perrier Brut Millesime, Champagne, France",https://www.wine-searcher.com/find/laurent+perrier+brut+millesime+champagne+france,Champagne/51,https://www.wine-searcher.com/regions-champagne/51?tab_F=mostpopular
$ 634,94 / 100,Chardonnay,https://www.wine-searcher.com/grape-98-chardonnay,916th in popularity,"Jacques Selosse V.O. 'Version Originale' Blanc de Blancs Grand Cru Extra Brut, Champagne, France",https://www.wine-searcher.com/find/jacques+sellose+v+o+version+original+blancdeblanc+grand+cru+extra+brut+champagne+france,Champagne/51,https://www.wine-searcher.com/regions-champagne/51?tab_F=mostpopular
$ 785,95 / 100,Chardonnay,https://www.wine-searcher.com/grape-98-chardonnay,917th in popularity,"Jacques Selosse Lieux-dits 'Les Carelles' Le Mesnil Sur Oger Grand Cru Extra Brut, Champagne, France",https://www.wine-searcher.com/find/jacques+sellose+lieu+dits+les+carelle+le+mesnil+sur+oger+grand+cru+extra+brut+champagne+france,Champagne/51,https://www.wine-searcher.com/regions-champagne/51?tab_F=mostpopular
$ 286,92 / 100,Pinot Meunier,https://www.wine-searcher.com/grape-383-pinot-meunier,928th in popularity,"Jerome Prevost La Closerie Les Beguines, Champagne, France",https://www.wine-searcher.com/find/jerome+prevost+la+closerie+les+beguine+champagne+extra+brut+france,Champagne/51,https://www.wine-searcher.com/regions-champagne/51?tab_F=mostpopular
$ 270,95 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,930th in popularity,"Krug Grande Cuvee 171eme Edition Brut, Champagne, France",https://www.wine-searcher.com/find/krug+grand+cuvee+171+edition+brut+champagne+france,Champagne/51,https://www.wine-searcher.com/regions-champagne/51?tab_F=mostpopular
$ 63,89 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,931st in popularity,"Perrier-Jouet Grand Brut, Champagne, France",https://www.wine-searcher.com/find/perrier+jouet+grand+brut+champagne+france,Champagne/51,https://www.wine-searcher.com/regions-champagne/51?tab_F=mostpopular
$ 160,93 / 100,Chardonnay,https://www.wine-searcher.com/grape-98-chardonnay,962nd in popularity,"Pascal Agrapart Mineral Blanc de Blancs Grand Cru Extra Brut, Champagne, France",https://www.wine-searcher.com/find/pascal+agrapart+mineral+blancdeblanc+grand+cru+extra+brut+champagne+france,Champagne/51,https://www.wine-searcher.com/regions-champagne/51?tab_F=mostpopular
$ 236,94 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,966th in popularity,"Billecart-Salmon 'Cuvee Elisabeth Salmon' Brut Rose Millesime, Champagne, France",https://www.wine-searcher.com/find/billecart+salmon+cuvee+elizabeth+brut+rose+millesime+champagne+france,Champagne/51,https://www.wine-searcher.com/regions-champagne/51?tab_F=mostpopular
$ 119,92 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,972nd in popularity,"Charles Heidsieck Brut Millesime, Champagne, France",https://www.wine-searcher.com/find/charles+heidsieck+brut+millesime+champagne+france,Champagne/51,https://www.wine-searcher.com/regions-champagne/51?tab_F=mostpopular
"$ 1,169",96 / 100,Chardonnay - Pinot Noir,https://www.wine-searcher.com/grape-1855-chardonnay-pinot-noir,999th in popularity,"Louis Roederer Cristal Vinotheque Edition Brut Millesime, Champagne, France",https://www.wine-searcher.com/find/louis+roederer+cristal+vinotheque+edition+brut+millesime+champagne+france,Champagne/51,https://www.wine-searcher.com/regions-champagne/51?tab_F=mostpopular
$ 121,92 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,"1,008th in popularity","Egly-Ouriet 'Tradition' Grand Cru Brut, Champagne, France",https://www.wine-searcher.com/find/egly+ouriet+tradition+grand+cru+brut+champagne+france,Champagne/51,https://www.wine-searcher.com/regions-champagne/51?tab_F=mostpopular
$ 64,92 / 100,Champagne Blend,https://www.wine-searcher.com/grape-96-champagne-blend,"1,050th in popularity","Louis Roederer Collection 245 Brut, Champagne, France",https://www.wine-searcher.com/find/louis+roederer+collection+245+brut+champagne+france,Champagne/51,https://www.wine-searcher.com/regions-champagne/51?tab_F=mostpopular
